YEAR,STATE,AVG_ADM_RATE,AVG_ADM_RATE_ALL
2012,MD,0.62479375,0.621108824
2012,MA,0.580349412,0.586508791
2012,MS,0.521325,0.56604
2012,MT,0.801444444,0.822281818
2012,NE,0.707345,0.706718182
2012,NV,0.82727,0.78826
2012,NH,0.690930769,0.701007143
2012,NJ,0.654273077,0.641715094
2012,NC,0.603095588,0.59852029
2012,ND,0.7164625,0.724244444
2012,OH,0.706438776,0.709925191
2012,WV,0.609733333,0.6363
2012,OK,0.69997931,0.724891429
2012,OR,0.72649697,0.727251351
2012,PA,0.658388506,0.637037766
2012,RI,0.64002,0.665130769
2012,SC,0.691169767,0.68338
2012,SD,0.790066667,0.790066667
2012,TX,0.699283333,0.702102459
2012,UT,0.712277778,0.729863636
2012,VT,0.777761111,0.778152632
2012,WI,0.76202,0.764698113
2012,WY,0.9601,0.9601
2012,AS,,
2012,GU,0.8214,0.8214
2012,MP,,
2012,PR,0.704039623,0.696031148
2012,FM,,
2012,PW,,
2012,VI,0.9618,0.9618
2012,MH,0.675,0.675
2013,AL,0.719051613,0.742310256
2013,IL,0.669450617,0.673591765
2013,AK,0.43165,0.43165
2013,WA,0.798577419,0.768245946
2013,AZ,0.820463636,0.8223
2013,NM,0.7496,0.743905
2013,AR,0.659672727,0.661565217
2013,CA,0.686362424,0.671173481
2013,MN,0.682645238,0.698055102
2013,CO,0.743914286,0.747117241
2013,CT,0.593246429,0.592734483
2013,NY,0.662164423,0.657024885
2013,DE,0.55842,0.57745
2013,DC,0.4695,0.4695
2013,VA,0.679167742,0.693309859
2013,FL,0.645989157,0.727878448
2013,GA,0.611258333,0.633262687
2013,HI,0.745444444,0.672322222
2013,ID,0.85146,0.86508
2013,IN,0.704440351,0.758639706
2013,TN,0.691685965,0.698227419
2013,MI,0.721335714,0.747905797
2013,IA,0.681141667,0.681518919
2013,KS,0.713618519,0.748620588
2013,MO,0.711837288,0.7037
2013,KY,0.694927273,0.706075758
2013,LA,0.665233333,0.663436364
2013,ME,0.671947619,0.671947619
2013,MD,0.626922581,0.63143125
2013,MA,0.60376,0.606173913
2013,MS,0.596911765,0.651242857
2013,MT,0.804244444,0.824509091
2013,NE,0.636355,0.642431818
2013,NV,0.89149,0.86367
2013,NH,0.691792308,0.701842857
2013,NJ,0.709141509,0.705
2013,NC,0.597542029,0.611640789
2013,ND,0.707225,0.7106
2013,OH,0.700938298,0.71988
2013,WV,0.6286625,0.645196
2013,OK,0.691386207,0.712512903
2013,OR,0.6923625,0.711155556
2013,PA,0.696644509,0.672375806
2013,RI,0.667954545,0.693778571
2013,SC,0.684119048,0.715513725
2013,SD,0.822818182,0.822818182
2013,TX,0.70329902,0.710775
2013,UT,0.766244444,0.75558
2013,VT,0.790105556,0.788447368
2013,WI,0.755246809,0.76087451
2013,WY,0.9569,0.9569
2013,AS,,
2013,GU,0.8929,0.8929
2013,MP,,
2013,PR,0.688243478,0.689232075
2013,FM,,
2013,PW,,
2013,VI,0.9782,0.9782
2013,MH,0.7367,0.7367
2014,AL,0.708680645,0.716336111
2014,IL,0.6829375,0.682932099
2014,AK,0.4207,0.4207
2014,WA,0.800293548,0.772408108
2014,AZ,0.8037375,0.79894
2014,NM,0.71091,0.653245
2014,AR,0.705981818,0.70563913
2014,CA,0.686032484,0.674345665
2014,MN,0.709714634,0.714966667
2014,CO,0.758157143,0.760167857
2014,CT,0.562266667,0.540696
2014,NY,0.665958685,0.669144
2014,DE,0.5354,0.554516667
2014,DC,0.6068375,0.576444444
2014,VA,0.652841818,0.673480952
2014,FL,0.62392987,0.646015238
2014,GA,0.636674576,0.643954237
2014,HI,0.714311111,0.711988889
2014,ID,0.79024,0.82387
2014,IN,0.71527931,0.754718841
2014,TN,0.683664151,0.680835185
2014,MI,0.704924528,0.748519118
2014,IA,0.677332432,0.679902632
2014,KS,0.736958621,0.725847059
2014,MO,0.718311111,0.712331884
2014,KY,0.705926667,0.709666667
2014,LA,0.683924138,0.671643333
2014,ME,0.669405882,0.669405882
2014,MD,0.642615625,0.631640625
2014,MA,0.627535632,0.621284946
2014,MS,0.68655625,0.6795
2014,MT,0.826266667,0.842827273
2014,NE,0.677355,0.686327273
2014,NV,0.8503,0.824463636
2014,NH,0.748378571,0.7582
2014,NJ,0.707755769,0.703176923
2014,NC,0.625312857,0.633906757
2014,ND,0.696475,0.696475
2014,OH,0.732268085,0.736498319
2014,WV,0.667743478,0.679016667
2014,OK,0.685634483,0.703363333
2014,OR,0.755974194,0.751725714
2014,PA,0.715795322,0.692648066
2014,RI,0.655790909,0.672428571
2014,SC,0.660817073,0.660325
2014,SD,0.810281818,0.810281818
2014,TX,0.701427451,0.687274528
2014,UT,0.776218182,0.749845455
2014,VT,0.783327778,0.785047368
2014,WI,0.783023913,0.7823
2014,WY,0.9766,0.9766
2014,AS,,
2014,GU,0.625,0.625
2014,MP,,
2014,PR,0.716545833,0.694807692
2014,FM,0.9378,0.9378
2014,PW,,
2014,VI,0.9707,0.9707
2014,MH,0.8827,0.8827
2015,AL,0.671275,0.712040541
2015,IL,0.665073077,0.663564557
2015,AK,0.5788,0.5788
2015,WA,0.771034483,0.750117143
2015,AZ,0.730617391,0.692065385
2015,NM,0.6266,0.62213
2015,AR,0.695177273,0.702765217
2015,CA,0.631154194,0.628925989
2015,MN,0.674045238,0.689897674
2015,CO,0.743266667,0.739985185
2015,CT,0.577882609,0.562345833
2015,NY,0.659368224,0.663442035
2015,DE,0.58398,0.599966667
2015,DC,0.602875,0.602875
2015,VA,0.684335088,0.701683077
2015,FL,0.643939726,0.663693976
2015,GA,0.641283333,0.647441667
2015,HI,0.732277778,0.734922222
2015,ID,0.794245455,0.805627273
2015,IN,0.718651852,0.734577333
2015,TN,0.700562745,0.696126415
2015,MI,0.727218182,0.74682
2015,IA,0.68167027,0.677610811
2015,KS,0.734555556,0.714539394
2015,MO,0.70595,0.698983077
2015,KY,0.695519355,0.698306452
2015,LA,0.690933333,0.699770968
2015,ME,0.696277778,0.696277778
2015,MD,0.620976667,0.618513333
2015,MA,0.638529762,0.627988764
2015,MS,0.7031875,0.702883333
2015,MT,0.826611111,0.839781818
2015,NE,0.72035,0.721463636
2015,NV,0.780618182,0.739745455
2015,NH,0.758542857,0.763906667
2015,NJ,0.684362264,0.671161111
2015,NC,0.6264,0.639409722
2015,ND,0.768525,0.768525
2015,OH,0.725796809,0.737029167
2015,WV,0.721925,0.729556
2015,OK,0.671396429,0.666893103
2015,OR,0.757178125,0.754148571
2015,PA,0.716730588,0.699221547
2015,RI,0.656866667,0.714778571
2015,SC,0.6701,0.669257143
2015,SD,0.775727273,0.775727273
2015,TX,0.685222,0.676214286
2015,UT,0.82653,0.81507
2015,VT,0.734894118,0.746533333
2015,WI,0.765252273,0.777431915
2015,WY,0.9566,0.9566
2015,AS,,
2015,GU,1,1
2015,MP,,
2015,PR,0.725065217,0.726852083
2015,FM,0.7291,0.7291
2015,PW,,
2015,VI,0.9497,0.9497
2015,MH,,
2016,AL,0.638853333,0.676171429
2016,IL,0.675244,0.678541772
2016,AK,0.65085,0.65085
2016,WA,0.772625,0.751233333
2016,AZ,0.676110526,0.697445833
2016,NM,0.60279,0.59818
2016,AR,0.697231579,0.697231579
2016,CA,0.611926056,0.621343396
2016,MN,0.672828947,0.669187179
2016,CO,0.721004,0.721304
2016,CT,0.553583333,0.535080769
2016,NY,0.647512381,0.650561712
2016,DE,0.61966,0.61966
2016,DC,0.5590125,0.545733333
2016,FL,0.633818182,0.646388
2016,GA,0.628630357,0.63197069
2016,HI,0.71435,0.71435
2016,ID,0.864311111,0.863966667
2016,IN,0.736679167,0.744582857
2016,MI,0.691989583,0.711108475
2016,IA,0.652278788,0.652278788
2016,KS,0.687416,0.676956667
2016,MO,0.683029032,0.688732836
2016,KY,0.715531034,0.72256129
2016,LA,0.623144,0.644448276
2016,ME,0.678405882,0.678405882
2016,MD,0.5749,0.5749
2016,MA,0.62243012,0.617946067
2016,MS,0.67084,0.694352941
2016,MT,0.7984125,0.82009
2016,NE,0.689475,0.662313636
2016,NV,0.74636,0.714736364
2016,NH,0.762371429,0.766
2016,NJ,0.647057692,0.650209434
2016,NC,0.615204688,0.617776471
2016,ND,0.750011111,0.750011111
2016,OH,0.72468046,0.727801786
2016,WV,0.738290909,0.747343478
2016,OK,0.64023913,0.642192
2016,OR,0.772896667,0.783657576
2016,PA,0.7159,0.699096532
2016,RI,0.649825,0.7175
2016,SC,0.646105882,0.653124324
2016,SD,0.821518182,0.821518182
2016,TN,0.689306667,0.691086957
2016,TX,0.649289157,0.647391954
2016,UT,0.6688,0.706744444
2016,VT,0.700576471,0.69845
2016,VA,0.659205882,0.676316667
2016,WI,0.728392683,0.720404762
2016,WY,0.9508,0.9508
2016,AS,,
2016,GU,1,1
2016,MP,,
2016,PR,0.686691304,0.686658333
2016,FM,0.7393,0.7393
2016,PW,,
2016,VI,0.9195,0.9195
2016,MH,,
2017,AL,0.679981481,0.71258125
2017,AK,0.79145,0.79145
2017,WA,0.782070833,0.770310345
2017,AZ,0.742611111,0.722781481
2017,NM,0.541877778,0.605584211
2017,AR,0.720705263,0.720705263
2017,CA,0.616593151,0.623339024
2017,MN,0.658597297,0.663557895
2017,CO,0.7430875,0.744988
2017,CT,0.647273077,0.589948148
2017,NY,0.671510476,0.674555909
2017,DE,0.6007,0.6007
2017,DC,0.5766875,0.552877778
2017,FL,0.664663235,0.670539744
2017,GA,0.610690741,0.629587273
2017,HI,0.75045,0.75045
2017,ID,0.806375,0.8185875
2017,IL,0.665873611,0.655221333
2017,IN,0.746319149,0.758573529
2017,MI,0.67622766,0.705903226
2017,IA,0.6843125,0.693878788
2017,KS,0.707476923,0.716719355
2017,MO,0.723442424,0.734482609
2017,KY,0.713731034,0.725264516
2017,LA,0.597623077,0.601593333
2017,ME,0.7095375,0.7095375
2017,MD,0.632417857,0.632417857
2017,MA,0.62613494,0.61832093
2017,MS,0.7369375,0.736847059
2017,MT,0.808222222,0.829472727
2017,NE,0.626836842,0.630345455
2017,NV,0.77862,0.753290909
2017,NH,0.795826667,0.8035
2017,NJ,0.716392157,0.715321154
2017,NC,0.62591875,0.631589706
2017,ND,0.723744444,0.723744444
2017,OH,0.708469663,0.711891304
2017,WV,0.710031818,0.716891304
2017,OK,0.726117391,0.724832
2017,OR,0.761358621,0.769671875
2017,PA,0.727252147,0.705435088
2017,RI,0.631316667,0.7149
2017,SC,0.629873529,0.638527027
2017,SD,0.835872727,0.835872727
2017,TN,0.687226667,0.687004348
2017,TX,0.652075904,0.652631034
2017,UT,0.732811111,0.762944444
2017,VT,0.745082353,0.757405556
2017,VA,0.642747059,0.666041667
2017,WI,0.703906818,0.710397826
2017,WY,0.9682,0.9682
2017,AS,,
2017,GU,1,1
2017,MP,,
2017,PR,0.714214634,0.712473469
2017,FM,0.71,0.71
2017,PW,,
2017,VI,0.9844,0.9844
2017,MH,,
2018,AL,0.680703846,0.713067742
2018,AK,0.7621,0.7621
2018,WA,0.805137037,0.784587097
2018,AZ,0.800664706,0.807896552
2018,NM,0.698322222,0.678484211
2018,AR,0.703378947,0.703378947
2018,CA,0.624925874,0.646373006
2018,MN,0.684986486,0.686968421
2018,CO,0.727415385,0.731503846
2018,CT,0.614654167,0.555576
2018,NY,0.653402941,0.651721461
2018,DE,0.61334,0.61334
2018,DC,0.544225,0.521744444
2018,FL,0.651934375,0.660612162
2018,GA,0.654825926,0.659992727
2018,HI,0.781325,0.781325
2018,ID,0.846166667,0.846088889
2018,IL,0.651791176,0.624957534
2018,IN,0.73552449,0.716166667
2018,MI,0.704397917,0.754190141
2018,IA,0.719481818,0.719481818
2018,KS,0.686034615,0.669433333
2018,MO,0.706715385,0.721846377
2018,KY,0.699223077,0.710244828
2018,LA,0.67272963,0.676042424
2018,ME,0.646088235,0.646088235
2018,MD,0.634058621,0.634058621
2018,MA,0.60183375,0.597695238
2018,MS,0.7657375,0.768788235
2018,MT,0.783377778,0.804536364
2018,NE,0.688955556,0.6924
2018,NV,0.86427,0.87034
2018,NH,0.685153333,0.68881875
2018,NJ,0.723733333,0.724971429
2018,NC,0.599541667,0.615833846
2018,ND,0.795922222,0.795922222
2018,OH,0.703304878,0.710343636
2018,WV,0.710645455,0.722282609
2018,OK,0.676127273,0.684525
2018,OR,0.803968966,0.811159375
2018,PA,0.729044512,0.711472674
2018,RI,0.60155,0.626342857
2018,SC,0.618490909,0.627125
2018,SD,0.833836364,0.833836364
2018,TN,0.71904878,0.717015556
2018,TX,0.68036988,0.682340449
2018,UT,0.774455556,0.764433333
2018,VT,0.7013875,0.703016667
2018,VA,0.647468627,0.671530159
2018,WI,0.728231707,0.723065909
2018,WY,0.9603,0.9603
2018,AS,,
2018,GU,0.8,0.8
2018,MP,,
2018,PR,0.693556818,0.659436538
2018,FM,0.7635,0.7635
2018,PW,,
2018,VI,0.9778,0.9778
2018,MH,,
2019,AL,0.665948148,0.700240625
2019,AK,0.7719,0.7719
2019,WA,0.8134375,0.791410714
2019,AZ,0.772466667,0.7080375
2019,NM,0.665275,0.6912
2019,AR,0.68398,0.68712381
2019,CA,0.626311278,0.621717333
2019,MN,0.699931579,0.700092105
2019,CO,0.735151852,0.740351852
2019,CT,0.647491667,0.586244
2019,NY,0.652189573,0.651184649
2019,DE,0.676233333,0.676233333
2019,DC,0.5882875,0.537411111
2019,FL,0.661238806,0.665619737
2019,GA,0.655698182,0.664953571
2019,HI,0.7607,0.7607
2019,ID,0.828,0.828
2019,IL,0.686031884,0.680440541
2019,IN,0.715518,0.71313871
2019,MI,0.727602174,0.748505634
2019,IA,0.681969697,0.681969697
2019,KS,0.688904,0.668796667
2019,MO,0.695032258,0.694640299
2019,KY,0.707410714,0.7035
2019,LA,0.651203704,0.655015152
2019,ME,0.689688889,0.689688889
2019,MD,0.693955172,0.693955172
2019,MA,0.588466234,0.589147561
2019,MS,0.7202375,0.726452941
2019,MT,0.692825,0.73919
2019,NE,0.724466667,0.726521053
2019,NV,0.818133333,0.80134
2019,NH,0.798442857,0.796906667
2019,NJ,0.717989474,0.712152542
2019,NC,0.635145902,0.639101538
2019,ND,0.801077778,0.801077778
2019,OH,0.706939024,0.715946789
2019,WV,0.719447826,0.735758333
2019,OK,0.704105,0.713195455
2019,OR,0.788540741,0.798
2019,PA,0.72509589,0.729165896
2019,RI,0.611023077,0.660314286
2019,SC,0.664431429,0.670247368
2019,SD,0.805163636,0.805163636
2019,TN,0.72075,0.722879545
2019,TX,0.705861628,0.699493407
2019,UT,0.77665,0.801466667
2019,VT,0.716676923,0.72836
2019,VA,0.675241509,0.70279375
2019,WI,0.7426275,0.732930233
2019,WY,0.9596,0.9596
2019,AS,,
2019,GU,0.7647,0.7647
2019,MP,,
2019,PR,0.730091304,0.692103704
2019,FM,0.8011,0.8011
2019,PW,,
2019,VI,0.9836,0.9836
2019,MH,,
